-5e-06,7.5e-06,5e-06,-7.5e-06,-1.0,1.0
0.499993,-0.632966,0.500003,-0.632973,-5e-06,1.0
0.749991,-0.648852,0.750001,-0.648845,0.499993,1.0
0.624992,-0.68531,0.625002,-0.685311,0.499993,0.750001
0.687492,-0.680029,0.687502,-0.680027,0.624992,0.750001
0.656242,-0.685664,0.656252,-0.685663,0.624992,0.687502
0.640617,-0.686206,0.640627,-0.686206,0.624992,0.656252
0.648429,-0.686118,0.648439,-0.686118,0.640617,0.656252
0.644523,-0.686208,0.644533,-0.686207,0.640617,0.648439
0.64257,-0.686218,0.64258,-0.686218,0.640617,0.644533
0.643546,-0.686216,0.643556,-0.686216,0.64257,0.644533
0.643058,-0.686218,0.643068,-0.686218,0.64257,0.643556
0.642814,-0.686218,0.642824,-0.686218,0.64257,0.643068
0.642692,-0.686218,0.642702,-0.686218,0.64257,0.642824
0.642631,-0.686218,0.642641,-0.686218,0.64257,0.642702
0.6426,-0.686218,0.64261,-0.686218,0.64257,0.642641
0.642616,-0.686218,0.642626,-0.686218,0.6426,0.642641
0.642623,-0.686218,0.642633,-0.686218,0.642616,0.642641
