-1.0,1.0,-0.236068,0.350841,0.236068,-0.34463
-0.236068,1.0,0.236068,-0.34463,0.527864,-0.650894
0.236068,1.0,0.527864,-0.650894,0.708204,-0.672761
0.527864,1.0,0.708204,-0.672761,0.81966,-0.578549
0.527864,0.81966,0.63932,-0.686186,0.708204,-0.672761
0.527864,0.708204,0.596748,-0.680224,0.63932,-0.686186
0.596748,0.708204,0.63932,-0.686186,0.665631,-0.684622
0.596748,0.665631,0.623059,-0.685102,0.63932,-0.686186
0.623059,0.665631,0.63932,-0.686186,0.64937,-0.686083
0.623059,0.64937,0.633109,-0.685952,0.63932,-0.686186
0.633109,0.64937,0.63932,-0.686186,0.643159,-0.686217
0.63932,0.64937,0.643159,-0.686217,0.645531,-0.686193
0.63932,0.645531,0.641693,-0.686216,0.643159,-0.686217
0.641693,0.645531,0.643159,-0.686217,0.644065,-0.686212
0.641693,0.644065,0.642599,-0.686218,0.643159,-0.686217
0.641693,0.643159,0.642253,-0.686218,0.642599,-0.686218
0.642253,0.643159,0.642599,-0.686218,0.642813,-0.686218
0.642253,0.642813,0.642467,-0.686218,0.642599,-0.686218
0.642467,0.642813,0.642599,-0.686218,0.642681,-0.686218
0.642467,0.642681,0.642548,-0.686218,0.642599,-0.686218
0.642548,0.642681,0.642599,-0.686218,0.64263,-0.686218
0.642599,0.642681,0.64263,-0.686218,0.642649,-0.686218
0.642599,0.642649,0.642618,-0.686218,0.64263,-0.686218
0.642618,0.642649,0.64263,-0.686218,0.642637,-0.686218
0.64263,0.642649,0.642637,-0.686218,0.642642,-0.686218
0.64263,0.642642,0.642635,-0.686218,0.642637,-0.686218
